task,architecture,anchor_family,block,metric,value_kind,B,init_reps
single_shape,plain2_w16_gap,pixel_permuted_template,7080,prob_error_reduction,random,0.04884057305753231,4
single_shape,plain2_w16_gap,pixel_permuted_template,7081,centered_logit_fidelity,random,-0.0053541643886996955,4
single_shape,plain2_w16_gap,pixel_permuted_template,7081,prob_error_reduction,random,0.09524910245090723,4
single_shape,plain2_w16_gap,pixel_permuted_template,7082,centered_logit_fidelity,random,-0.02690725562018606,4
single_shape,plain2_w16_gap,pixel_permuted_template,7082,prob_error_reduction,random,0.10655952338129282,4
single_shape,plain2_w16_gap,pixel_permuted_template,7083,centered_logit_fidelity,random,-0.004847662948734422,4
single_shape,plain2_w16_gap,pixel_permuted_template,7083,prob_error_reduction,random,0.08974873973056674,4
single_shape,plain2_w16_gap,pixel_permuted_template,7084,centered_logit_fidelity,random,0.005533221889005124,4
single_shape,plain2_w16_gap,pixel_permuted_template,7084,prob_error_reduction,random,0.09104373678565025,4
single_shape,plain2_w16_gap,pixel_permuted_template,7085,centered_logit_fidelity,random,0.013502530584592902,4
single_shape,plain2_w16_gap,pixel_permuted_template,7085,prob_error_reduction,random,0.12506658397614956,4
single_shape,plain2_w16_gap,pixel_permuted_template,7086,centered_logit_fidelity,random,0.0059933518083057635,4
single_shape,plain2_w16_gap,pixel_permuted_template,7086,prob_error_reduction,random,0.08048160513862967,4
single_shape,plain2_w16_gap,pixel_permuted_template,7087,centered_logit_fidelity,random,0.01767268771812599,4
single_shape,plain2_w16_gap,pixel_permuted_template,7087,prob_error_reduction,random,0.11746811773627996,4
single_shape,plain2_w16_gap,pixel_permuted_template,7088,centered_logit_fidelity,random,0.0026608637800533963,4
single_shape,plain2_w16_gap,pixel_permuted_template,7088,prob_error_reduction,random,0.08197581628337502,4
single_shape,plain2_w16_gap,pixel_permuted_template,7089,centered_logit_fidelity,random,0.002618814936977708,4
single_shape,plain2_w16_gap,pixel_permuted_template,7089,prob_error_reduction,random,0.10669089015573263,4
single_shape,plain2_w16_gap,pixel_permuted_template,7090,centered_logit_fidelity,random,-0.006128446999817743,4
single_shape,plain2_w16_gap,pixel_permuted_template,7090,prob_error_reduction,random,0.0975023852661252,4
single_shape,plain2_w16_gap,pixel_permuted_template,7091,centered_logit_fidelity,random,-0.0018065341195725153,4
single_shape,plain2_w16_gap,pixel_permuted_template,7091,prob_error_reduction,random,0.07871425105258822,4
single_shape,plain2_w16_gap,pixel_permuted_template,7092,centered_logit_fidelity,random,-0.006025162443851687,4
single_shape,plain2_w16_gap,pixel_permuted_template,7092,prob_error_reduction,random,0.0997632269281894,4
single_shape,plain2_w16_gap,pixel_permuted_template,7093,centered_logit_fidelity,random,0.01453051594358284,4
single_shape,plain2_w16_gap,pixel_permuted_template,7093,prob_error_reduction,random,0.12695977464318275,4
single_shape,plain2_w16_gap,pixel_permuted_template,7094,centered_logit_fidelity,random,-0.010659903786930052,4
single_shape,plain2_w16_gap,pixel_permuted_template,7094,prob_error_reduction,random,0.10706804599612951,4
single_shape,plain2_w16_gap,pixel_permuted_template,7095,centered_logit_fidelity,random,-0.015731151816013006,4
single_shape,plain2_w16_gap,pixel_permuted_template,7095,prob_error_reduction,random,0.06535948067903519,4
single_shape,plain2_w16_gap,pixel_permuted_template,7096,centered_logit_fidelity,random,-0.013540702804769046,4
single_shape,plain2_w16_gap,pixel_permuted_template,7096,prob_error_reduction,random,0.13512461073696613,4
single_shape,plain2_w16_gap,pixel_permuted_template,7097,centered_logit_fidelity,random,0.012849235955805734,4
single_shape,plain2_w16_gap,pixel_permuted_template,7097,prob_error_reduction,random,0.05861564865335822,4
single_shape,plain2_w16_gap,pixel_permuted_template,7098,centered_logit_fidelity,random,0.012279165663956738,4
single_shape,plain2_w16_gap,pixel_permuted_template,7098,prob_error_reduction,random,0.07160378899425268,4
single_shape,plain2_w16_gap,pixel_permuted_template,7099,centered_logit_fidelity,random,0.004325378612174526,4
single_shape,plain2_w16_gap,pixel_permuted_template,7099,prob_error_reduction,random,0.06554710725322366,4
single_shape,plain2_w16_gap,random_fullrank,7000,centered_logit_fidelity,random,-0.0013077689439472458,4
