task,architecture,profile,method,metric,t_stat,p_two_sided,n,mean,sd,ci_low,ci_high,p_holm_within_setting
two_concepts,TinyCNN,release_early,validation_patch,prob_error_reduction,51.681996410756284,2.0949376591813567e-44,50,0.7749879728420638,0.10603291068310727,0.7448537530468651,0.8051221926372625,1.0474688295906784e-43
two_concepts,TinyCNN,release_default,validation_patch,prob_error_reduction,44.33164641506804,3.300283728070436e-41,50,0.6763631435175194,0.10788251824622741,0.6457032710689808,0.7070230159660579,9.900851184211308e-41
two_concepts,TinyCNN,release_late,validation_patch,prob_error_reduction,34.72798134041298,3.5948815594772676e-36,50,0.5135516318376177,0.10456577875985415,0.4838343663216049,0.5432688973536304,7.189763118954535e-36
two_concepts,TwoLayerCNN,template_init,contrast,prob_error_reduction,0.6232006970173897,0.5360427466873315,50,0.016031453907489775,0.18189886218868076,-0.0356636307447844,0.06772653855976396,0.9453411255960933
two_concepts,TwoLayerCNN,retention_0p1,contrast,prob_error_reduction,-0.7237334379608226,0.47267056279804665,50,-0.017067557275295256,0.16675456535012786,-0.06445868038735879,0.030323565836768276,0.9453411255960933
two_concepts,TwoLayerCNN,release_early,contrast,prob_error_reduction,-2.112496773219011,0.039763699507066104,50,-0.055033981949090954,0.18421283443004718,-0.10738669023606588,-0.0026812736621160266,0.15905479802826442
two_concepts,TwoLayerCNN,release_default,contrast,prob_error_reduction,-2.0032461211361534,0.05069793431511304,50,-0.05496998071670532,0.1940333028296639,-0.1101136352423465,0.00017367380893586193,0.15905479802826442
two_concepts,TwoLayerCNN,release_late,contrast,prob_error_reduction,-2.813656357885165,0.007030892719011205,50,-0.06383967190980912,0.1604370227716087,-0.10943536928659711,-0.018243974533021116,0.03515446359505603
two_concepts,TwoLayerCNN,template_init,auroc,prob_error_reduction,1.564249625324152,0.12419502433077846,50,0.040833615362644196,0.1845851573549556,-0.011624905928818673,0.09329213665410707,0.6060879823217705
two_concepts,TwoLayerCNN,retention_0p1,auroc,prob_error_reduction,-0.0566782532981959,0.9550319895804978,50,-0.0013875147700309752,0.17310362366382684,-0.050583020290206775,0.04780799075014482,0.9550319895804978
two_concepts,TwoLayerCNN,release_early,auroc,prob_error_reduction,-1.1677485524651576,0.24855905605754705,50,-0.03437689483165741,0.20816241133663935,-0.09353599756593897,0.024782207902624163,0.6060879823217705
two_concepts,TwoLayerCNN,release_default,auroc,prob_error_reduction,-1.4964020626215229,0.14096274821406432,50,-0.040658925175666806,0.19212885644586333,-0.09526134202757165,0.01394349167623804,0.6060879823217705
two_concepts,TwoLayerCNN,release_late,auroc,prob_error_reduction,-1.5770558562345318,0.12121759646435411,50,-0.03722554415464401,0.16690870270097452,-0.08466047261713261,0.010209384307844578,0.6060879823217705
