stage,task,architecture,block,profile,epoch,method,k,selection_valid,stored_prob_fidelity,legacy_prob_fidelity_abs_diff,prob_fidelity,centered_logit_fidelity,raw_logit_fidelity,prob_patch_error_mpp,prob_error_reduction,centered_logit_patch_error_mpp,centered_logit_error_reduction,raw_logit_patch_error_mpp,raw_logit_error_reduction,cf_accuracy,agreement
E,single_shape,TinyCNN,5000,release_default,200,contrast,13,True,0.9987764963226793,0.0,0.9987764963226793,0.9539824153621492,0.9536470198602849,0.0024305225815624,1.9840962050948292,7.519704341888428,155.88965845108032,7.651209831237793,157.41281604766846,0.9986979365348816,0.9986979365348816
E,single_shape,TinyCNN,5000,release_default,200,contrast,14,True,0.9994856826596817,0.0,0.9994856826596817,0.9763319961959174,0.9762952040384177,0.0010217051021754742,1.9855050225742161,3.8675734996795654,159.54178929328918,3.912809133529663,161.1512167453766,1.0,1.0
E,single_shape,TinyCNN,5000,release_default,200,contrast,15,True,0.9999259398493174,0.0,0.9999259398493174,0.9911459467483211,0.9909194058202735,0.00014712246775161475,1.98637960520864,1.4468352794647217,161.96252751350403,1.498879313468933,163.56514656543732,1.0,1.0
E,single_shape,TinyCNN,5000,release_default,200,contrast,16,True,1.0,0.0,1.0,1.0,1.0,0.0,1.9865267276763916,0.0,163.40936279296875,0.0,165.06402587890625,1.0,1.0
E,single_shape,TinyCNN,5000,release_default,200,auroc,1,True,0.02665331535199822,0.0,0.02665331535199822,0.2625072881288194,0.2593908071350648,1.9335792064666748,0.0529475212097168,120.51321411132812,42.896148681640625,122.24794006347656,42.81608581542969,0.0,0.0
E,single_shape,TinyCNN,5000,release_default,200,auroc,2,True,0.1756084602955078,0.0,0.1756084602955078,0.3979417315735,0.3967003511672975,1.6376757621765137,0.34885096549987793,98.3819580078125,65.02740478515625,99.58306884765625,65.48095703125,0.0807291716337204,0.0807291716337204
E,single_shape,TinyCNN,5000,release_default,200,auroc,3,True,0.41324152504231626,0.0,0.41324152504231626,0.5103946801110621,0.5050258670193747,1.1656113862991333,0.8209153413772583,80.00609588623047,83.40326690673828,81.70242309570312,83.36160278320312,0.3268229365348816,0.3268229365348816
E,single_shape,TinyCNN,5000,release_default,200,auroc,4,True,0.55022613355822,0.0,0.55022613355822,0.5745313342539129,0.5715395674248976,0.8934878706932068,1.0930388569831848,69.52556610107422,93.88379669189453,70.72340393066406,94.34062194824219,0.4453125,0.4453125
E,single_shape,TinyCNN,5000,release_default,200,auroc,5,True,0.6310301248705308,0.0,0.6310301248705308,0.6258492856668854,0.6246700911979907,0.7329685688018799,1.2535581588745117,61.13972473144531,102.26963806152344,61.953460693359375,103.11056518554688,0.5442708730697632,0.5442708730697632
E,single_shape,TinyCNN,5000,release_default,200,auroc,6,True,0.6865407226432403,0.0,0.6865407226432403,0.6381802767142059,0.6374755384016741,0.6226952075958252,1.3638315200805664,59.12473678588867,104.28462600708008,59.839752197265625,105.22427368164062,0.6158854365348816,0.6158854365348816
E,single_shape,TinyCNN,5000,release_default,200,auroc,7,True,0.8057354311379809,0.0,0.8057354311379809,0.6989816353471665,0.6982358560903079,0.3859117031097412,1.6006150245666504,49.18921661376953,114.22014617919922,49.81040573120117,115.25362014770508,0.7200521230697632,0.7200521230697632
E,single_shape,TinyCNN,5000,release_default,200,auroc,8,True,0.9290589573492707,0.0,0.9290589573492707,0.7635129347400744,0.7629633991505476,0.1409262716770172,1.8456004559993744,38.644203186035156,124.7651596069336,39.126216888427734,125.93780899047852,0.8841146230697632,0.8841146230697632
E,single_shape,TinyCNN,5000,release_default,200,auroc,9,True,0.936142123491126,0.0,0.936142123491126,0.8072387351331821,0.8060862527327289,0.12685537338256836,1.8596713542938232,31.49899673461914,131.9103660583496,32.00818634033203,133.05583953857422,0.8997396230697632,0.8997396230697632
E,single_shape,TinyCNN,5000,release_default,200,auroc,10,True,0.973339703612016,0.0,0.973339703612016,0.8526968006437333,0.8512501406653604,0.05296139419078827,1.9335653334856033,24.070722579956055,139.3386402130127,24.553251266479492,140.51077461242676,0.9700521230697632,0.9700521230697632
E,single_shape,TinyCNN,5000,release_default,200,auroc,11,True,0.9964931620852534,0.0,0.9964931620852534,0.9062503384941316,0.9047332368489135,0.006966426968574524,1.979560300707817,15.319575309753418,148.08978748321533,15.725115776062012,149.33891010284424,0.99609375,0.99609375
