architecture,method,k,metric,n,mean,sd,ci_low,ci_high
TinyCNN,contrast,2,cf_accuracy,20,-0.36259765625,0.16547509600572352,-0.4400423850843979,-0.2851529274156021
TinyCNN,contrast,4,cf_accuracy,20,-0.02412109375,0.06052622936949682,-0.05244824106120097,0.0042060535612009654
TinyCNN,contrast,8,cf_accuracy,20,0.01396484375,0.011411033238011575,0.008624315802474039,0.019305371697525962
TinyCNN,auroc,1,cf_accuracy,20,-0.16962890625,0.1217061179001645,-0.22658912277671822,-0.11266868972328174
TinyCNN,auroc,2,cf_accuracy,20,-0.3462890625,0.17149036938030443,-0.42654902593225597,-0.2660290990677441
TinyCNN,auroc,4,cf_accuracy,20,-0.0369140625,0.09289136160125812,-0.08038855796135093,0.006560432961350934
TinyCNN,auroc,8,cf_accuracy,20,0.01416015625,0.010991609430522433,0.009015924686774453,0.01930438781322555
TinyCNN,validation_patch,1,cf_accuracy,20,-0.17939453125,0.08401251966828871,-0.21871360077439594,-0.14007546172560403
TinyCNN,validation_patch,2,cf_accuracy,20,-0.1990234375,0.0951548473046083,-0.24355727687924436,-0.15448959812075566
TinyCNN,validation_patch,4,cf_accuracy,20,-0.0046875,0.052889862754944277,-0.029440717722886263,0.02006571772288626
TinyCNN,validation_patch,8,cf_accuracy,20,0.01474609375,0.008768479187200785,0.010642319167996805,0.018849868332003195
TwoLayerCNN,contrast,1,cf_accuracy,20,-0.00322265625,0.006532565804484941,-0.0062799911573850845,-0.00016532134261491513
TwoLayerCNN,contrast,2,cf_accuracy,20,-0.0087890625,0.012081488475979698,-0.014443373157754739,-0.003134751842245262
TwoLayerCNN,contrast,4,cf_accuracy,20,-0.06708984375,0.06459244996746243,-0.09732004088073029,-0.036859646619269715
TwoLayerCNN,contrast,8,cf_accuracy,20,0.02451171875,0.1209103605899017,-0.03207607189150129,0.08109950939150129
TwoLayerCNN,auroc,1,cf_accuracy,20,-0.003125,0.005855947462415095,-0.005865667775648436,-0.0003843322243515649
TwoLayerCNN,auroc,2,cf_accuracy,20,-0.01015625,0.012714670843021521,-0.016106899127421376,-0.004205600872578623
TwoLayerCNN,auroc,4,cf_accuracy,20,-0.06357421875,0.060054017897730856,-0.09168036428953773,-0.03546807321046226
TwoLayerCNN,auroc,8,cf_accuracy,20,0.03896484375,0.11971049639456992,-0.017061393162338574,0.09499108066233858
TwoLayerCNN,validation_patch,1,cf_accuracy,20,-0.0041015625,0.014791991218718261,-0.011024427489997091,0.002821302489997091
