task,architecture,profile,method,k,metric,n,mean,sd,ci_low,ci_high
single_shape,TinyCNN,release_default,auroc,1,centered_logit_fidelity,50,0.21737073002788368,0.039223124474156316,0.20622364138961086,0.2285178186661565
single_shape,TinyCNN,release_default,auroc,1,prob_error_reduction,50,0.061519713401794435,0.039510603160176724,0.05029092422493256,0.07274850257865631
single_shape,TinyCNN,release_default,auroc,2,prob_fidelity,50,0.15485664649505007,0.05729766442805804,0.13857283043734644,0.1711404625527537
single_shape,TinyCNN,release_default,auroc,2,centered_logit_fidelity,50,0.3641319917637273,0.04910003902960695,0.3501779150667954,0.3780860684606592
single_shape,TinyCNN,release_default,auroc,2,prob_error_reduction,50,0.3067931342124939,0.113195732697586,0.2746232629243048,0.338963005500683
single_shape,TinyCNN,release_default,auroc,3,prob_fidelity,50,0.3375960661138302,0.06833490272790335,0.3181755016379535,0.3570166305897069
single_shape,TinyCNN,release_default,auroc,3,centered_logit_fidelity,50,0.4752059331313393,0.04566969294923598,0.46222675000371094,0.48818511625896766
single_shape,TinyCNN,release_default,auroc,3,prob_error_reduction,50,0.6690194988250733,0.13518200055964624,0.6306011993463998,0.7074377983037468
single_shape,TinyCNN,release_default,auroc,4,prob_fidelity,50,0.5217510427252356,0.07058179937250579,0.5016919172883391,0.5418101681621322
single_shape,TinyCNN,release_default,auroc,4,centered_logit_fidelity,50,0.5579565874118856,0.034513575421336165,0.5481479378052272,0.567765237018544
single_shape,TinyCNN,release_default,auroc,4,prob_error_reduction,50,1.0339736533164978,0.1395400741129493,0.9943168030379566,1.073630503595039
single_shape,TinyCNN,release_default,auroc,5,prob_fidelity,50,0.6617265739859475,0.05035125741561255,0.6474169049581744,0.6760362430137206
single_shape,TinyCNN,release_default,auroc,5,centered_logit_fidelity,50,0.6237906271227562,0.028714331855092586,0.615630104301878,0.6319511499436344
single_shape,TinyCNN,release_default,auroc,5,prob_error_reduction,50,1.3113924360275269,0.09917934032965493,1.283205979375698,1.3395788926793557
single_shape,TinyCNN,release_default,auroc,6,prob_fidelity,50,0.7661218750832455,0.04518685613828147,0.753279912659008,0.778963837507483
single_shape,TinyCNN,release_default,auroc,6,centered_logit_fidelity,50,0.6796192157718192,0.026501946877528916,0.6720874458047106,0.6871509857389277
single_shape,TinyCNN,release_default,auroc,6,prob_error_reduction,50,1.5183022540807725,0.08920907505063023,1.4929493154697009,1.543655192691844
single_shape,TinyCNN,release_default,auroc,7,prob_fidelity,50,0.8460705675615589,0.03684453656419282,0.8355994661278178,0.8565416689952999
single_shape,TinyCNN,release_default,auroc,7,centered_logit_fidelity,50,0.7346868203411083,0.02410570151621402,0.7278360557706817,0.741537584911535
single_shape,TinyCNN,release_default,auroc,7,prob_error_reduction,50,1.6767822483181953,0.0733255113564505,1.6559433685630758,1.6976211280733149
single_shape,TinyCNN,release_default,auroc,8,prob_fidelity,50,0.9052265053246638,0.030791856549924057,0.8964755565182998,0.9139774541310277
